Review,Disgust,Disappointment,Sadness,Confusion,Anger,Fear,Indifference,Surprise,Interest,Happiness,Reflective
"I seems in the beginning a interesting film, a Spanish thriller in a interesting nowadays Madrid, but it isn`t none of that, is actually a film only interesting for future films directors learning about what not to do making a film, it can`t be worse in others words, even the presence of a oscar winner ( Mira Sorvino ) isn`t enough to justify the $ 3.00 dollars expended to see this film , the acting is horrendous and it seems the actors were just waiting to finish the daily shots to go home, it lead to nowhere and is boring, weak and bad, don`t expend time or money on this film.",0,1,0,0,0,0,0,0,0,0,0
"This is a horrible movie. All three stories are bracketed with a psychiatrist hypnotist line which is unnecessary and all the stories are bad. The first is about wild wolves and some lady, there are some things that don't make sense, but the hypnotism thing makes up for that. The second one, with bad Bill Paxton as a maniac roommate should not be viewed by anyone. The last one, sadly the best is almost incomprehensible which I guess makes it better than the other garbage.",1,1,0,1,0,0,0,0,0,0,0
"Revenge of the Sith starts out with a long action sequence that is impressive without being terribly exciting, then gets really boring for the next hour and fifteen minutes, with the same horrible dialogue and dull machinations that have plagued the rest of the prequel series. The only thing that improves the proceedings is the slow--and I mean slow--build-up to what we know will be the birth of Darth Vader. And when that finally comes, it's pretty all right. Not great. Not even good. But pretty all right. This movie is being vastly over-praised because it does not suck to high heaven like the previous sequels. Instead it's just turgid, dull, and routine. But you have to say, wow, those CGI environments are really impressive at times. Bu the lightsabre fights? They're all a blurry mess. I think the dark side took hold of Lucas when he started these prequels and no one noticed. This will make a ton of money, but thank god it's over, this once-worshipped franchise has been beaten down enough. I saw the 12:01 show, and after it, I heard a group of very small kids say, wow that was awesome! But everyone older than eight all grumbled the same thing: I fell asleep in the middle. It was kind of boring. I just thought seeing the birth of Darth Vader would be better. So said we all.",0,1,0,0,0,0,1,0,1,0,0
"This movie has no plot and no focus. Yes, it's supposed to be a slap-stick, stupid comedy, but the screen-writers have no idea what the movie was about. Even the title doesn't go along with the movie. It should have been called ""Cool Ethan"" or ""Cheaters Never Win"" or something like that. The characters are not developed and no one cares what happens to them! The girl roommate character (from That 70's Show) was the only person worth watching. She was hilarious and stole every scene she was in. The others need to make sure that their own college diplomas are in the works since they'll need a career other than acting.",0,1,0,0,0,0,1,0,0,1,0
"A top notch Columbo from beginning to end. I particularly like the interaction between Columbo and the killer, Ruth Gordon.<br /><br />As an avid Columbo fan, I can't recall another one in which he doesn't set up the killer at the end as he does in other episodes. In this one, as he's trying to determine the correct sequence of the boxes and the ""message"" that the nephew left behind, it finally dawns on him.<br /><br />The music in this episode is very good as well, as it is in many of other ones.",0,0,0,0,0,0,0,0,1,1,0
"Not worth the video rental or the time or the occasional efforts.<br /><br />*Makeup that a child can do. *Acting was over done...poor directing. *Editing was very choppy...many things made no sense or just seemed gratuitous. *Sound was badly dubbed. *Music was highly inappropriate. *Casting was extremely off...must have been on crack. *Zombies that talk let alone...drive, dance, work...just pisses me off. *And the bad guy...Holy Crap! As horribly casted as he was...he was the best looking zombie of all. Which doesn't say much.<br /><br />The Cover Art was good but very deceiving...as was the Main Menu of the DVD...great artwork and music.<br /><br />DON""T BOTHER!",0,1,0,0,0,0,1,0,0,0,0
"Supposedly a ""social commentary"" on racism and prison conditions in the rural South of the 1970's, ""Nightmare"" is full of bad Southern stereotypes, complete with phoney accents. Not only would it be offensive to the sensibilities of most American Southerners, this tawdry piece of work comes off as just a thinly-disguised ""babe in prison"" movie--especially in its uncut original version. Nevertheless, acting is generally above average and the late Chuck Connors, in particular, does a good job of making viewers hate him--even though he looks somewhat uncomfortable in several scenes. There's also a change-of-pace role for the late Robert Reed, who appears as the lecherous warden, and Tina Louise (previously Ginger of ""Gilligan's Island"") made a rather believable sadistic prison guard. My grade: D. <br /><br />",1,1,0,0,1,0,0,0,0,0,0
"The storyline was okay. Akshay Kumar was good as always and that was the only good thing about the movie. Kareena Kapoor looked bad. There was so hue and cry over her size zero but she did not looked good leaner. I don't know why the hell did Anil Kapoor accepted such a bad role. There was nothing much to do for him in the movie. Just because it is a Yashraj film does not means that an actor should accept the role however bad it is. Said Ali khan was alright. I think that it is high time that Indian directors and producers start thinking of Indian customers as intelligent lot. What are we ? fools!!!! What do they think, they will show 2 men taking on a SWAT squad to teeters and we will believe them. Is the Indian police so stupid that they are trying to nab some criminals.... they take an entire squad of 100 + policemen and no one was there to surround the palace. The action was crap and I have never seen such bad action. Akshay Kumar was between a circle of 30-40 policemen all shooting at him..... and he shooting back at them. None of the policemen's bullet touched him but he killed all the policemen. Crap. CRAP.<br /><br />I think the fight director who thought of this scene should take retirement.<br /><br />I strongly recommend NOT TO SEE THIS MOVIE.",1,1,1,0,1,0,0,0,0,0,0
"This type of plot really does have a lot of potential, but it was butchered here. Honestly, I sensed the cheese element in the beginning, but I thought it would get better after the grotesque birthing. Whoa, I was wrong! So mad scientist makes a monster, wants to brag to his old cronies before he kills them, but of course they escape. After that, it's really bad. I should've counted the times the rubber shark mask peeked out from behind some foliage, but I most likely would have lost count.<br /><br />Pan down to the blood-dripping-from-severed-leg to show us how the shark-man finds the folks. I hate being spoon-fed every aspect of a horror film.<br /><br />Oh, and after being nearly killed by a mutated shark-man and trudging around a jungle-esqe island, there's nothing more cheerful than a middle-aged man reciting Shakespeare...<br /><br />This is one where you'll find yourself rooting for the monster... if you can bear to watch this poor excuse for a flick.",1,1,0,0,0,0,0,0,0,0,0
"A famous orchestra conductor, Daniel Dareus, suffers what appears a heart attack as he finished conducting a concert. Suddenly, we watch him as he arrives in the small town that he has left years before. Since he left so young, and having his name changed contributes to give him a new persona. He has bought the old school building where he plans to stay. The building needs a lot of work. One would expect a man in his position to have all the comforts of the world he left behind to be installed in his new abode, but no, Daniel puts up with the harsh winter in his own way.<br /><br />The local pastor, Stig, whose church has a small choir, comes calling to see if he can interest Daniel in helping, but the conductor has no desire to go back to music. Daniel begins to explore his new universe. The town's people leave him alone. He makes an impression on Lena, who works in the local store where he goes to get his food supplies. Little by little, he comes around and decides to involve himself with the choir. Lena will ultimately fall in love with Daniel.<br /><br />At first, the relationship between Daniel and the choir members is not exactly what he expected. As they get to know him better, they come around to accept him and make him one of them. His new position doesn't endear him to the woman who used to be in charge. The members of the choir are a motley crew, but they realize the change Daniel has made in the way they interpret different songs. The new piece composed for Gabriella, a battered wife, makes a great impact in her life and that of her fellow singers.<br /><br />Daniel's ideas for the repertoire clash with Stig's own. The vicar suddenly begins seeing Daniel in a new light; he is a tormented man who likes to read pornographic magazines before making love to his wife, Siv. His ideas clash with the dogma, as Siv points to him. Stig decides to try to put a stop to what he considers an unhealthy influence of Daniel by firing him as the head of the choir.<br /><br />The choir, which has been invited to participate in a competition travels to Austria. Daniel, who by now has fallen totally for Lena, has a chance to show for the first time in his life his feelings for her when she starts to gets doubts about their relationship. Daniel who is late for his own concert, gets to hear them making extraordinary music even though he is not in among them.<br /><br />Kay Pollak, the director of this enormously appealing film, shows he was the man to direct it. The story involves the viewer from the start. Great part of the success of the movie goes to the ensemble cast that was put together. William Nykvist, who plays the leading role is the best excuse for watching the film. Frida Hallgren, Niklas Falk, Ylva Loof, do excellent work for Mr. Pollak.<br /><br />Stefan Nilsson is the composer for most of the beautiful music one hears. Harald Gunnar Paalgard's cinematography makes the film look better capturing different seasons for the viewer in their beauty.",0,0,0,0,0,0,0,0,1,1,1
"Recap: Full moon. A creature, a huge werewolf, is on the hunt. Not for flesh, not for blood (not that it seem to mind to take a bite on the way though), but for a mate. He is on the hunt for a girl. Not any girl though. The Girl. The girl that is pure (and also a werewolf, although she doesn't know it yet). Three, well check that, two cops (after the first scene) and an old bag lady is all that can stop it, or even knows that the thing killing and eating a lot of folks around full moon is a werewolf. This particular powerful werewolf, Darkwolf, is closing in on the girl. If he gets her, mankind is doomed. Now the cops has to find the girl, convince her not only that there is someone, a werewolf nonetheless, that wants to rape her, and perhaps kill her, but that she is a werewolf herself. And then they got to stop him...<br /><br />Comments: This is one for the boys, the teenage boys. A lot of scenes with semi-nude girls more or less important for the plot. Mostly less. Well I guess you need something to fill some time because the plot is (expectedly) thin. And unfortunately there is little besides the girls to help the plot from breaking. One usually turns to two main themes. Nudity. Check. And then special effects. Hmm... Well there are some things that you might call effects. They're not very special though. In fact, to be blunt, they are very bad. The movie seems to be suffering of a lack of funds. They couldn't afford clothes for some of the girls ;), and the effects are cheap. Some of the transformations between werewolf and human form, obviously done by computer, are really bad. You might overlook such things. But the Darkwolf in itself is very crude too, and you never get to see any killings. Just some mutilated corpses afterwards. And there is surprisingly little blood about, in a movie that honestly should be drenched in blood.<br /><br />I'm not sure what to say about actors and characters. Most of the times they do well, but unfortunately there are lapses were the characters (or actors) just looses it. A few of these lapses could be connected with the problems mentioned above. Like the poor effects, or the poor budget(?). That could explain why there is precious little shooting, even if the characters are armed like a small army and the target is in plain sight (and not moving). But hey, when you're in real danger, there nothing that will save your life like a good one-liner...<br /><br />Unfortunately that can't explain moments when the Cop, Steve, the only one who knows how to maybe deal with the problem, the werewolf that is, runs away, when the only things he can be sure of, is that the werewolf is coming for the girl, who is just beside him now, and that he cannot let it have her. But sure, it let the makers stretch the ending a little more...<br /><br />But I wouldn't mind seeing none of the lead actors/actresses get another try in another movie.<br /><br />Well. To give a small conclusion: Not a movie that I recommend.<br /><br />3/10",1,1,0,0,0,0,0,0,0,0,0
"This was one of the best shows ever made for TV. Full of mystery and intrigue and twists and turns. Compulsive viewing. I was lucky I saw this in the UK. They might have got the episode order wrong, I can't remember, but it at least was on at a regular time every week. My girlfriend and I got hooked from the trailer in, and neither of us is a big fan of American series normally.<br /><br />After the pilot, we knew this was something special. We missed a couple of episodes, and it made you sad and mad for a week missing those ones lol.<br /><br />Great casting, superb acting. Gary Cole was absolutely brilliant, better even than his role as Custer. Lucas Black turned in an amazing performance for a kid, and Paige Turco was at her best too since Party of Five. And Nick Searcy of course, as the Sheriff's long suffering sidekick.<br /><br />Yes, there were some confusing and perplexing bits, which I presume would have been explained later, and no doubt would have been in a later series. That made the ending weak, and you could tell they'd killed it. Made us go WHAT? Why did they do that with one of the best shows ever? Shoot the exec.",0,0,0,1,0,0,0,0,1,0,0
"While i was the video store i was browsing through the one dollar rentals and came upon this little gem. I don't know what it was about it but i just had a gut instic about it and wow was i ever right.<br /><br />The story centers around two girls who have just survived a school shooting. One of the girls is Alicia a teenage reble who is the only witness for the full attack and another is Deanna another survivor who survived a bullet to the head by some miracle. Thrown together by fate, they slowly begin a painful and beautiful display of healing and moving on.<br /><br />I just hate it when amazing movies fall through the cracks. Because wow what a performance by Busy Phillips and Erkia Christensen not to mention the rest of the cast! My only complaint is that the DVD was sorely lacking in special features. Oh and some of the jump cuts in the movie were kind of jarring. But all in all a excellent movie.",0,0,0,0,0,0,0,0,0,1,0
"the intention the directors has for this films are quite honorable, but his history of his productions did get me aware that this might not get much to the core like other film makers would do it. keeping his great 30 days TV series in mind but also counting in his MTV production ""i bet you will"" that opposes his seriousness in any of the matters he documents and also counting in his rather disappointing production ""supersize me"" i did not had my hopes up high. sadly enough this movie disappointed me none the less. as with ""supersize me"" after a while i did ask myself what exactly the point of all this was. the main statement gets clear enough after half an hour but the rest of the playtime gets filled with rather pointless stuff and re-repeating stuff that were already shown in this way or another earlier in the movie, so it wears out and gets extremely boring towards the end.",0,1,1,0,0,0,1,0,0,0,0
"It's 1978, and yes obviously there are too many black players on the teams as well! Fans will be upset and certainly the 75,000 seats will be full, only less happy there are so many black players on the field! This made for TV Super Bowl movie is watchable. It's not much more, but it's really surprising the cast of talented actors that make an appearance (for the time), probably most notably Tom Selleck. Unfortunately any goodness Selleck brings to the screen, is quickly trumped by ""actors"" like Dick Butkus.<br /><br />It's a silly story about super bowl betting. PJ Jackson is charged by ""New York"" (read mafia) for ensuring the game ends for their favor, in this case a $10,000,000 bet. PJ is innocent enough, and seems to have a loose grasp by buying off a few people here and there. But things seem to fall apart for him. Another person, the unsuspected Lainie, takes charge. For a while, the mystery of murders isn't known for certain, but is revealed rather plainly at the final murder that Lainie is the new antagonist.<br /><br />It's a bad movie, but is watchable. The acting is decent, and the filming is OK. At least there weren't any silly typical 70s car chases (they have their place just not here). Just keep an open mind about past stereotyping and the cocaine era and you'll survive.<br /><br />2/10 (maybe a 2.5)",0,1,0,0,0,0,1,0,0,0,0
"I saw this movie when I was about 8-years-old and I liked it but it wasn't until I watched it again at the age of 13 that I really understood it for what it is; a cartoon about a criminal dog with a real heart of gold ""adopts"" a little girl in order to exploit her for her talents to talk to animals. The dog star,Charlie B. Barkin, is murdered by his formal business partner, Carface, (who is absolutely diabolical by the way). His soul then goes to where else but Heaven only to find a golden watch that is really his life's time, which Charlie, being the sneaky but lovable cad that he is steals and rewinds, sending him back to Earth. Once back on Earth, Charlie goes about seeking revenge on the evil Carface. This is how he comes upon young Anne-Marie, the lonely little orphan that can talk to animals whom Charlie plans to scam for her talents in order to get back at his enemy Carface. But scoundrel Charlie actually comes to care for young Anne-Marie and his plans unfoil as he must make up his mind to do what is right after Anne-Marie discovers what her ""best friend"" Charlie has really been using her to make money for a new and better dog casino. Now he must rescue her from the dreaded Carface. I still love this movie even at the age of 22. The idea and plot really are quite different and original from that of many other animated films. I especially like the idea that a dog plays the role of the villain for once. Carface was even better than he was in the All Dogs go to Heaven sequel. In that picture he appeared quite dubious to his role of villain.",0,0,0,0,0,0,0,1,1,0,1
"This straight-to-video duffer is another nail in the coffin of Rick Moranis's career. As is the Disney tradition, quality is sacrificed in the name of a quick cash-in; this is a lazy retread with Moranis accidentally shrinking himself and a few relatives so they can repeat all the best scenes from the original movie. Instantly dated visual effects and crummy dialogue abound in this cheesy lamer, which did nothing but make me pine for the days of 'The Incredible Shrinking Man', when this kind of thing was done properly. Shockingly, this is directed by top cinematographer Dean Cundey, who should either stick to the day job or pick better material next time.",1,1,0,0,0,0,0,0,0,0,0
"This program is a lot of fun and the title song is so catchy I can't get it out of my head. I find as I get older I am drawn to the wrinklies who get things done, and these four are excellent in their endeavors. Some of what they do is outrageous but brilliant considering that now days with our PC world we'd never be able to do it in real life. I always learn something from the shows. But if you like mystery, drama, comedy, and a little forensic work you'll love this show. It reminds me of Quincy, ME in one way and Barney Miller in another the way they work and inter-react with each other. They screw up a lot but they get the job done, and that's what counts.",0,0,0,0,0,0,0,0,1,1,0
"In the film ""Brokedown Palace,"" directed by Jonathan Kaplan, two best friends, Alice (Claire Danes) and Darlene (Kate Beckinsale) decide to celebrate high school graduation by taking a trip to Hawaii, but hear that Bangkok, Thailand, is much more fun. They switched plans and decided to go to Thailand without telling their parents the change of plans. While they were in Thailand, Alice and Darlene met a really handsome guy named Nick Parks (Daniel Lapaine). He tells them that he would trade in his first class ticket to Hong Kong for three economy tickets so that they could spend the weekend in Hong Kong. They accepted his offer and upon entering the airport the two were arrested for smuggling drugs. They were convicted and sentenced to thirty three years in prison. <br /><br />I think Kaplan was trying to show the audience that it is wise to make good decisions because in one instance one bad decision can change the direction of a life forever. Also, a friendly face may not be as friendly as we think once we find out the real intentions of that friendly face. Those girls made a decision not to tell their parents that they had switched their plans and it changed their lives forever. Things have a funny way of happening showing us what decision we have made verses the decision that we should have made. Sometimes life is not fair, that is why it is important to think long and hard about the choices that we make because we can never go back and change the choices that we have made.<br /><br />This movie has a great setting; it was filmed mostly in Bangkok Thailand. This film also has great music; a few of my favorite songs are 'Silence' by Delerium, 'Damaged' by Plumb, 'Deliver me' by Sarah Bightman and 'Party's just begun' by Nelly Furtado. I went out and bought the soundtrack after watching this film. These girls where young and naive and failed to think their plans out thoroughly, a mistake that anyone could make, therefore this film is good for any audience. It makes no difference young or old -- we all are human and subject to mistakes. Even though, I did not like the way this film ended leaving me in question of --who really smuggled the drugs? -- I would definitely give this film two thumbs up.",0,0,0,0,0,0,0,0,1,0,1
"First of all let me say that I had to think a lot about writing a comment for this movie. The best review for this kind of Cinema can be just the silence. Movie addressed to housewives and to grandmothers. This movie tries to look ""genuine"" and the characters should be supposed ""real people"". An Italian could never think that the characters might be ""real"": they are just ""low-profile"" stereotypes. It gives a very misguised vision of what life is in the Italian countryside. The plot is weak (plot? which plot?) and the humour does not make laugh anyone older than 12.",0,1,0,0,1,0,0,0,0,0,0
"I think that that creator(s) of this film's concept deserves a lot more accolades than they probably ever received. It isn't an Oscar caliber film of course, but, at least for me, this film has left a lasting impression since I first saw it back in 1984 (in the theatre). <br /><br />I don't think this is (and hope it isn't) a spoiler, but: imagine acting on your impulses. Doing the first thought that pops into your head, saying the first words on your lips... No restraint, no conscious, nothing holding you back from saying or doing the things that, as intelligent adults, we know we shouldn't actually say or do. If anything, this film only scratches the surface - It doesn't go as far as it could go. <br /><br />In a time when Hollywood seems obsessed with remaking older ""classics"" to try and cash in on today, wouldn't it be nice to see them remake an older film of modest success, for the sake of taking it to the next level? A bit further, or even to explore what the original crew didn't, wouldn't or couldn't deal with 20 years ago? <br /><br />That's just my opinion anyway. :o)",0,0,0,0,0,0,0,0,1,0,1
"This sports a nice, deep cast but for a thriller you better deliver more than name actors and talk. The first third of this movie was nothing but talk, and more talk. Most of that was a bunch of women bitching about everything to each other. <br /><br />The first five listed actors in here are women so that verifies that it's really a ""chick flick"" and little else. This probably plays on the Lifetime network.<br /><br />There was a quick murder scene and then more talk. By halfway through, they had lost me. <br /><br />By the way, Sally Field looked about 15 years old in here.",0,1,0,0,1,0,0,0,0,0,0
"I rented this movie roughly 4-5 years ago and was instantly disappointed.<br /><br />I wanted to see a b-movie slasher flick, but ended up with a fecal matter for my eyes. The acting was similar to watching grass dry. I've seen better acting in a softcore film...<br /><br />The idea that a crazy killer comes out of nowhere baffled me. How was this a horror movie?<br /><br />this movie's production value, was laughable at best. There were no scares. It seemed like a high school student got a new video camera for Christmas. The plot was all over the place, if existent. If you are bored looking for a bad horror movie to rent, skip this one. There are much better b-movies out there.",0,1,0,1,1,0,0,0,0,0,0
"I found it a real task to sit through this film. The sound track was not the best and some of the accents made it difficult to understand what was being said. There was little to move the plot along and often the action simply stopped and there was a prolonged period of conversations which seemed extraneous to the movie. These conversations switched between family groups and the observer was left to try and piece together what the common thread was that tied them together. It is rare that I rate a film this low and do so in this case as the entire viewing experience left me thinking ""so what"" and ""why did I waste my time watching this.""",0,1,0,1,0,0,1,0,0,0,0
"I'm a Black man living in a predominantly Black city. That being said, I have some major misgivings about Tyler Perry's work. I realize that some people out there feel the need to praise him, because he's Black and trying to portray a positive image about the culture. But, I honestly do believe that, were Perry White, this film would have had the NAACP, Al Sharpton, and Jessie Jackson all over his ass.<br /><br />I have been forced to watch this movie one whole hell of a lot recently and each repeated viewing makes my blood boil. The characters are poorly written and acted. The jokes are so bad, I have to actually be told something is supposed to be funny. I'm just going to break this big pile of sh-t down.<br /><br />Madea=suck. The character may have had some appeal, but it doesn't anymore. When the only thing she ever seems to do is smack around children and threaten adults with violence she is less than useless. She is unnecessary.<br /><br />The situation with the wife beating fianc茅 was horsesh-t. If a woman was so scared to death of her husband, why would she try to run away when he's sleeping in bed. Wouldn't it have made more sense for her to leave when he was at work. At any rate, the characters in this arc were so annoying and overbearing that I hoped he would throw her off the balcony and was royally ticked when he didn't.<br /><br />Then there are the two lovebirds. A bus driver asks a woman out by harassing her while he's making his rounds. I couldn't believe it. I really couldn't believe when she agreed to go out with him even more. But, what takes the cake is that a grown man was reduced to tossing pebbles at a window and passing notes like a ten year old by a castrating mega bitch. I don't use this term lightly, but that woman only had two modes. Morose victim and psycho momma. No matter which of these two faces she showed, however, there was one constant. The bus driver wasn't going to get any. He even married her without sampling the goods--WTF! <br /><br />Then there's the family reunion scene. Here we've got the mother load which includes implied incestual taboos, grinding for the sake of grinding, shirtless, overly musclebound, b-ball, plus the great taste of Maya Angelou. When those babes dragged their butts outside and called a meeting, was I wrong to wish that the oldest of them was claimed by a heart attack. All this crap is going on at the reunion, in laughably easy to separate groups, and then they ring a bell. When they do, everyone drops what they're doing and heads on over for a stern talking too, just like a pack of Pavlov's doggies--WTF!! <br /><br />Then you have the final five minutes of the film. In it we see the abusive fianc茅 get manhandled by his longtime victim and all around bad actress. There is an impromptu wedding where Black people are dressed like angels and are hanging from the ceiling--WTF!!! The only reason to watch it this far, besides testing your threshold for pain, is the hope that the second villain of this story gets her ass handed to her as well. Guess what, it doesn't happen. Instead, Perry takes the testicularly challenged way out and plays it safe, ending the movie on a tone of forgiveness--WTF!! <br /><br />I'm pretty sure that, if given a day , I could probably write a doctoral dissertation on all the ways this movie sucks. Don't even get me started on the rest of Tyler Perry's films. I'm just going to say this. In my opinion, as a Black guy, D.W. Griffith's legacy lives on. The irony is that it is doing so through a Black man who will be praised for doing what Birth of a Nation did, selling us down the river. I only wish Perry's films were dudes so I could kick them in the nuts. Thanks a lot, dude!! What are you going to follow this up with in 2009, a comedy about the raping and savage beating of slaves in Colonial America?",1,0,0,1,1,0,0,0,0,0,0
"I had to see this gem twice to really appreciate all of it. When a widowed father of two interrupts his two sons' sleep with a shocking revelation, they are torn between believing him and not. As the horrifying events of this tale unfold, we learn a lot about the father, about his two sons, and about their destinies. With shocking twist after shocking twist, this film never allows for a lull in the plot. Bill Paxton plays the father, but the most notable performances are that of his older son, Fenton, played by Matthew O'Leary and his younger son, Adam, played by Jeremy Sumpter. This is one of the best thrillers that I have seen in a while, and you will want to watch this a few times to appreciate every intricate aspect of the plot. I give this film a 9/10.",0,0,0,0,0,0,0,1,1,1,0
"Watch the Original with the same title from 1944! This made for TV movie, is just god-awful! Although it does use (as far as I can tell) almost the same dialog, it just doesn't work! Is it the acting, the poor directing? OK so it's made for TV, but why watch a bad copy, when you can get your hands on the superb original? Especially as you'll be spoiled to the plot and won't enjoy the original as much, as if you've watched it first! <br /><br />There are a few things that are different from the original (it's shorter for once), but all are for the worse! The actors playing the parts here, just don't fit the bill! You just don't believe them and who could top Edward G. Robinsons performance from the original? If you want, only watch it after you've seen the original and even then you'll be very brave, if you watch it through! It's almost sacrilege!",1,1,0,0,0,0,0,0,0,0,0
"Given the low budget and production limitations, this movie is very good. It is plausible, realistic, and shows how the Csikos (Hungarian horsemen who lived on the plains (puszta) risked their lives to save a downed American pilot from the ruthless and savage Nazis. We are drawn into strong feelings for the young, impressionable, yet highly courageous boy--who admires the American pilot. If you're looking for special effects, superman heroes, and magical endings--this movie is not for you. If you want to feel what it must have been like to dodge the persistent, amoral Nazis and their lack of compassion, then you will be enthralled by this movie. I truly enjoyed it and for those who love horses, dogs, and humble, helpful people who value freedom and those who aspire to that end, this movie will be one you'll remember for a long time.",0,0,0,0,0,0,0,0,1,1,0
"The movie never claims to be something spectacular like many films do. The films props itself as a fun and entertaining time. And that's exactly what it was. It is the Korean version of a male Bring It On.<br /><br />From the get go you can feel for the rest of the film and how it will end but the enjoyment is not in the surprise twists nor is it the way the film is a carbon copy of another. Instead, the enjoyment is held in the journey of how the 2 remaining ""thugs"" came to be men in their own right. Therefore, the film is fun and entertaining.<br /><br />The camera work, specially the dolly moves were very well executed. The script, being a tad weak, was overly enjoyable in the fact that the characters were not 2 dimensional but they were full of life and desire. This film will not win any Oscars, nor any DVD blockbuster sales, but a fun watch and a fun experience.",0,0,0,0,0,0,0,0,1,0,0
"The first time I watched Cold Case was after it had run for about a year on Danish television. At the time it came to the TV it nearly drowned in 4 or 5 other American crime shows aired roughly the same time.<br /><br />I saw it and I was bored to death. The substandard actors with the self righteous faces and morals were a pain in the behind. The entire premise that so much money was given a team of investigators to solve murders dating back 10-20-30 or even 60 years seems so unlikely.<br /><br />The time is also a factor as they only have 50-60 min to tell the story which means that they get a break through just in the nick of time to solve the case and bring justice to surviving family members, if they are still alive. This combined with the ""personal"" problems and relations of the investigators which there HAS to be time for leaves the show a complete lackluster.<br /><br />I give it a 2-star rating because of the music i the end which is really the only reason for watching it....which you then of course won't do as that is TOO lame a reason for watching this crap.",0,1,0,0,0,0,1,0,0,0,0
"Sugar &Spice is one of the worst movies of 2001. The film tries to cross Heathers and Bring It On and fails . When I saw last January I was so disgusted by the film that I walked and talked on my cell phone to my girlfriend for the last half hour of the movie. I've heard that the DVD has a director's cut maybe I'll check it out, but this PG-13 trash movie is s*** and the worst kind of s***. Maybe if the film had some T&A that would've have made it okay. But the gags are lame and the acting is horrible. Worse than a Troma film.",0,0,0,0,1,0,1,0,0,0,0
"The interplay between the characters is a moral disaster. You end up disliking most of the characters and you don't particularly like any of them.<br /><br />Even the two main characters played by David and Gwen are so badly written that you really don't care one bit about them. The movie has no plot, no direction and no purpose. The single redeeming quality of the movie was to treat it as a glimpse into the messed up lives of a few losers - and that's hardly stimulating even as an afternoon waste.",1,0,0,0,0,0,1,0,0,0,0
"Written and directed by Steve Gordon. Running time: 97 minutes. Classified PG.<br /><br />It was the quintessential comedy of the decade. It won Sir John Gielgud the Academy Award. It was even featured in VH1's ""I Love the 80's."" And it looks just as good today as it did upon it's initial release. Arthur is the acclaimed comedy classic about a drunken millionaire (played with enthusiasm and wit by Dudley Moore in an Oscar-nominated performance) who must choose between the woman he loves and the life he's grown accustomed to. While the basic plot is one big cliche, there's nothing trite about this congenial combination of clever dialogue and hilarious farce. Arthur Bach is essentially nothing more than a pretentious jerk, but you can't help but like him. Especially when he delivers lines such as, ""Don't you wish you were me? I know I do!"" He's also a delineation from the archetypical movie hero: unlike most wealthy characters we see on the silver screen, he's not ashamed of being filthy rich. In one scene, a man asks him, ""What does it feel like to have all that money?,"" to which he responds, ""It feels great."" Moore lends such charisma and charm to a character that would otherwise be loathed by his audience. And Gielgud is simply perfect as the arrogant servant, addressing his master with extreme condescension in spite of the fact that his salary depends on him. Arthur is one of those movies that doesn't try to be brilliant or particularly exceptional: it just comes naturally. The screenplay -- which also earned a nod from the Academy -- is saturated with authentic laugh-out-loud dialogue. This is the kind of movie that, when together with a bunch of poker buddies, you quote endlessly to one another. It also looks at its characters with sincere empathy. There have been a number of comedies that attempt to dip into drama by including the death or illness of a principal star (including both Grumpy Old Men's), but few can carry it off because we just don't care. When this movie makes the dubious decision to knock off the butler, it actually works, because we genuinely like these people. Why should you see Arthur? The answer is simple: because it's an all-around, non-guilty pleasure. At a period in which films are becoming more and more serious, Arthur reminds us what it feels like to go to the movies and just have a good time.<br /><br />**** - Classic",0,0,0,0,0,0,0,0,0,1,1
"This was so lame that I turned the DVD off...maybe halfway through. It was so weak, I couldn't even pay full enough attention to tell you how far in I made it.Though I really wanted to believe that the depiction of the young Carlito would be somewhat different, I just couldn't buy it. I don't really blame the actors, because I think it was the script that may have fallen flat. I did find myself laughing a few times, but I don't think those lines were intended to be funny.<br /><br />It's only saving grace is that I bought it in a 2 DVD set and I would have paid the price I did for the original alone. This is one of those cases when they should have let the classic stand alone.",0,1,0,0,0,0,0,0,0,0,0
"So far after week two of ""The lone of Beauty"" I am a little disappointed.<br /><br />Some of the acting is good, as long as we except that it is only drama.<br /><br />I am unsure how people can feel that this FICTIONAL DRAMA is ""factual"" coverage of the ""Thatcher"" years - it is okay as drama, but I feel the award winning book is still much better.<br /><br />I Wonder if the BBC will ever give us the follow up and the next part of the drama and the years that follow with ""Things Can Only Get Better"" finishing with 2006 and the Fact that we are still waiting! with that promise from a Government that is full of sleaze.",0,1,0,0,1,0,0,0,0,0,0
"A pretty worthless made for television movie that pretty much follows the killer insect script. Ants mysteriously turn into killer ants near a hotel. I think it is from the hotel food because the sewage from the hotel kitchen drains directly into the ant bed. There is a lack of suspense in this film and it is not scary either. Watching a bunch of ants sting their victims is not very terrifying.<br /><br />Spoilers section The stupidity of the hero is near incredible. He is told that the health inspector that the ants could not be the hero. It has to be a mysterious virus. After the inspector says this, the hero takes his bulldozer and wrecks the huge ant colony. This disturbs the millions of ants and traps the people in the hotel.<br /><br />End spoilers Overall, this movie is extremely lame. I don't understand why it got a DVD release when so many deserving movies have none. My only guess for the DVD release is that Suzanne Summers is featured in the film. This is a movie to avoid.",0,0,0,0,1,0,1,0,0,0,0
